Norma	Norma-URL	Publicação	Ementa	Arquivo-URL	tag
IS 117-002A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-117-002	2019-12-06	Nível básico do gerenciamento da fadiga – NB.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-117-002/@@display-file/arquivo_norma/IS117-002A.pdf	
IS 117-003B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-117-003	2020-01-31	Gerenciamento de risco da fadiga – GRF.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-117-003/@@display-file/arquivo_norma/IS117-003B.pdf	
IS 117-004A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-117-004	2019-12-30	Orientações para implementação de um SGRF para operadores que tenham um GRF aceito pela ANAC.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-117-004/@@display-file/arquivo_norma/IS117-004A.pdf	
IS 118-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-118-001	2016-06-10	Lista de equipamentos e acessórios de aeronave considerados não essenciais	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-118-001/@@display-file/arquivo_norma/IS118-001A - SAR.pdf	
IS 119-000A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-000	2017-09-29	Processo de certificação de empresa de transporte aéreo regida pelo RBAC nº 135.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-000/@@display-file/arquivo_norma/IS119-000A.pdf	
IS 119-001J	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-001	2021-04-23	Processo de certificação de empresa de transporte aéreo regida pelo RBAC nº 121.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-001/@@display-file/arquivo_norma/IS119-001J.pdf	
IS 119-002D	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-002	2012-11-09	Guia para a elaboração de SGSO de empresa aérea certificada de acordo com o RBAC 119.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-002/@@display-file/arquivo_norma/IS 119-002D.pdf	
IS 119-003A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-003	2013-05-17	Procedimentos para elaboração e utilização de Manual de Procedimentos Operacionais Padronizados (SOP).	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-003/@@display-file/arquivo_norma/IS119-003A.pdf	
IS 119-004H	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-004	2021-12-17	Processo de certificação de empresa de transporte aéreo regida pelo RBAC nº 135.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-004/@@display-file/arquivo_norma/IS119-004H.pdf	
IS 119-005A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-005	2018-02-09	Programa de degelo e antigelo no solo.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-005/@@display-file/arquivo_norma/IS119-005A.pdf	
IS 119-006B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-006	2021-06-25	Operação de aeronaves sob contratos de intercâmbio.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-006/@@display-file/arquivo_norma/IS119-006B.pdf	
IS 119-007A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-007	2021-04-23	Concentradores de oxigênio portáteis.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-119-007/@@display-file/arquivo_norma/IS119-007A.pdf	
IS 120-001B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-120-001	2014-01-03	Programa de manutenção de empresas de transporte aéreo.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-120-001/@@display-file/arquivo_norma/IS120-001B.pdf	
IS 120-002D	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-120-002	2021-11-19	Orientações gerais para a implantação dos programas de prevenção do uso indevido de substâncias psicoativas na aviação civil.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-120-002/@@display-file/arquivo_norma/IS120-002D.pdf	
IS 120-016A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-120-016	2021-09-03	Manutenção realizada por empresas de transporte aéreo.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-120-016/@@display-file/arquivo_norma/IS120-016A.pdf	
IS 121.1225-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-1225-001	2014-07-18	Programa de reporte voluntário de empresa aérea certificada de acordo com o RBAC nº 121.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-1225-001/@@display-file/arquivo_norma/IS121.1225-001A.pdf	121.1225
IS 121-001B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-001	2021-01-22	Procedimentos para elaboração, revisão e utilização do guia de rota.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-001/@@display-file/arquivo_norma/IS121-001B.pdf	
IS 121-002A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-002	2017-12-15	Examinadores credenciados no âmbito dos operadores aéreos regidos pelo RBAC nº 121.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-002/@@display-file/arquivo_norma/IS121-002A.pdf	
IS 121-003A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-003	2018-01-19	Procedimentos para a elaboração dos procedimentos operacionais padronizados (SOP) de operadores certificados sob o RBAC n º 121.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-003/@@display-file/arquivo_norma/IS121-003A.pdf	
IS 121-004A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-004	2018-01-19	Procedimentos para a elaboração do Manual de Operações da Aeronave (Aircraft Operating Manual - AOM) por operadores certificados sob o RBAC nº 121.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-004/@@display-file/arquivo_norma/IS121-004A.pdf	
IS 121-005D	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-005	2021-01-22	Procedimentos para elaboração, revisão e utilização do Manual Geral de Operações (MGO) de operadores aéreos regidos pelo RBAC nº 121.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-005/@@display-file/arquivo_norma/IS121-005D.pdf	
IS 121-006C	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-006	2021-02-19	Procedimentos gerais para elaboração, aprovação, revisão e utilização de programas de treinamento operacional (PTO) de operadores aéreos regidos pelo RBAC nº 121.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-006/@@display-file/arquivo_norma/IS121-006C.pdf	
IS 121-007B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-007	2020-06-12	Procedimentos para elaboração de programa de treinamento operacional de tripulantes de voo segundo o RBAC nº 121.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-007/@@display-file/arquivo_norma/IS-121-007B.pdf	
IS 121-008A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-008	2018-02-23	Procedimentos para elaboração de programa de treinamento operacional de despachantes operacionais de voo segundo o RBAC nº 121.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-008/@@display-file/arquivo_norma/IS121-008A.pdf	
IS 121-009A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-009		Conteúdo aceitável dos conjuntos de sobrevivência para operações sob o RBAC nº 121 sobre grandes extensões de água e sobre terreno desabitado.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-009/@@display-file/arquivo_norma/IS121-009A.pdf	
IS 121-010A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-010	2018-07-06	Sistema de documentos de segurança operacional.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-010/@@display-file/arquivo_norma/IS121-010A.pdf	
IS 121-011B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-011-1	2020-06-12	Procedimentos para elaboração de programa de treinamento operacional de comissários de voo segundo o RBAC nº 121.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-121-011-1/@@display-file/arquivo_norma/IS121-011B.pdf	
IS 129-001B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-129-001	2018-03-09	Procedimentos relativos a operação de empresas estrangeiras de transporte aéreo público no Brasil.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-129-001/@@display-file/arquivo_norma/IS129-001B.pdf	
IS 133-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-133-001	2021-11-26	Procedimentos para autorização para operações de helicópteros com carga externa segundo o RBAC nº 133.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-133-001/@@display-file/arquivo_norma/IS133-001A.pdf	
IS 135-004A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-135-004	2017-09-29	Procedimentos para credenciamento de comissário de voo como examinador em operador sob o RBAC nº 135.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-135-004/@@display-file/arquivo_norma/IS135-004A.pdf	
IS 135-001D	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-135-001	2019-06-28	Procedimentos para credenciamento de piloto examinador no âmbito do RBAC nº 135.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-135-001/@@display-file/arquivo_norma/ IS135-001D.pdf	
IS 135-002D	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-135-002	2019-06-14	Procedimentos para elaboração do manual geral de operações (MGO) dos operadores aéreos regidos pelo RBAC nº 135.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-135-002/@@display-file/arquivo_norma/IS135-002D.pdf	
IS 135-003D	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-135-003	2020-06-12	Procedimentos para elaboração e efetivação de programas de treinamento operacional (PrTrnOp) para operações conduzidas segundo o RBAC nº 135.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-135-003/@@display-file/arquivo_norma/IS135-003D.pdf	
IS 135.21-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-135-21-001	2012-08-17	Instruções para elaboração do Manual Geral de Manutenção (MGM) - táxis aéreos operando exclusivamente aeronaves com configuração máxima para passageiros igual ou inferior a 9 (nove) assentos.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-135-21-001/@@display-file/arquivo_norma/IS 135.21-001A.pdf	135.21
IS 137-001C	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-137-001	2018-11-23	Orientações relativas a equipamentos dispersores.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-137-001/@@display-file/arquivo_norma/IS137-001C.pdf	
IS 137-002C	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-137-002	24/08/2018.	Orientações relativas à instalação de DGPS em aeronaves agrícolas.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-137-002/@@display-file/arquivo_norma/IS137-002C.pdf	
IS 137-003A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-137-003	2015-06-26	Processo de certificação de empresa aeroagrícola	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-137-003/@@display-file/arquivo_norma/IS137-003A.pdf	
IS 137.201-001D	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-137-201-001	2021-09-24	Uso de etanol em aeronaves agrícolas.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-137-201-001/@@display-file/arquivo_norma/IS 137.201-001D.pdf	137.201
IS 141-001C	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-141-001	2015-06-26	Procedimentos para comunicação da relação de alunos de cursos homologados em escolas de aviação civil.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-141-001/@@display-file/arquivo_norma/IS141-001C.pdf	
IS 141-003A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-141-003	2017-12-22	Currículo mínimo para a formação teórica e prática do Despachante Operacional de Voo (DOV).	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-141-003/@@display-file/arquivo_norma/IS141-003A.pdf	
IS 141-004A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-141-004	2019-05-24	Processo de certificação de centro de instrução de aviação civil pelo RBAC nº 141.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-141-004/@@display-file/arquivo_norma/IS141-004.pdf	
IS 141-005A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-141-005	2019-07-08	Guia para implementação e manutenção do SGSO em Centros de Instrução de Aviação Civil certificados conforme o RBAC nº 141.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-141-005/@@display-file/arquivo_norma/IS141-005A.pdf	
IS 141-006A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-141-006	2019-07-08	Guia para implementação e manutenção do sistema de garantia da qualidade em CIAC.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-141-006/@@display-file/arquivo_norma/ IS141-006A.pdf	
IS 141-007A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-141-007	2020-06-15	Programas de Instruções e Procedimentos e Manual de Instruções e Procedimentos.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-141-007/@@display-file/arquivo_norma/IS141-007A.pdf	
IS 142-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-142-001	2014-07-11	Instruções e procedimentos para certificação de um Centro de Treinamento de Aviação Civil ou alterações de suas respectivas Especificações de Treinamento.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-142-001/@@display-file/arquivo_norma/IS 142-001A.pdf	
IS 142-002C	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-142-002	2018-01-29	Procedimentos para validação de centro de treinamento de aviação civil estrangeiro.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-142-002/@@display-file/arquivo_norma/IS142-002C.pdf	
IS 142-003B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-142-003	2020-05-15	Aprovação de instrutores e credenciamento de examinadores vinculados à centros de treinamento de aviação civil.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-142-003/@@display-file/arquivo_norma/IS142-003B.pdf	
IS 145-001E	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-001	2020-06-15	Certificação de organizações de manutenção domésticas.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-001/@@display-file/arquivo_norma/IS145-001E.pdf	
IS 145-002B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-002	2016-04-15	Certification of Foreign Maintenance Organization	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-002/@@display-file/arquivo_norma/IS145-002B - Ingl%C3%AAs.pdf	
IS 145-002B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-002b	2016-04-15	Certificação de organização de manutenção estrangeira.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-002b/@@display-file/arquivo_norma/IS145-002Bp.pdf	
IS 145-003B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-003	2012-07-27	Situações em que deve ocorrer a análise e aceitação dos Manuais de Procedimentos de Inspeção (MPI) de empresas certificadas RBHA 145.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-003/@@display-file/arquivo_norma/IS 145-003B.pdf	
IS 145-009C	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-009	2020-10-09	Manual da Organização de Manutenção, Manual de Controle da Qualidade e Declaração de Conformidade.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-009/@@display-file/arquivo_norma/IS 145-009C.pdf	
IS 145-010B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-010	2020-01-24	Programa de Treinamento em Organizações de Manutenção.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-010/@@display-file/arquivo_norma/IS145-010B.pdf	
IS 145.109-001C	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-109-001	2017-06-16	Publicações técnicas: obtenção e controle pelas organizações de manutenção de produto aeronáutico.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-109-001/@@display-file/arquivo_norma/IS145.109-001C.pdf	145.109
IS 145.151-001E	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-151-001	2020-06-15	Cadastramento de Responsável Técnico de Organização de Manutenção de Produto Aeronáutico.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-151-001/@@display-file/arquivo_norma/IS145.151-001E.pdf	145.151
IS 145.163-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-163-001	2013-09-27	Qualificação e Autorização em Ensaios não destrutivos na manutenção de produto aeronáutico	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-163-001/@@display-file/arquivo_norma/IS145.163-001A.pdf	145.163
IS 145.214-001B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-214-001	08/06/2018.	Sistema de Gerenciamento da Segurança Operacional em Organizações de Manutenção de Produto Aeronáutico.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-145-214-001/@@display-file/arquivo_norma/IS145.214-001B.pdf	145.214
IS 153-109B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-109	2020-03-06	Sistema de Orientação e Controle da Movimentação no Solo - SOCMS.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-109/@@display-file/arquivo_norma/IS153-109B.pdf	
IS 153.37-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-37-001	2019-05-15	Programa de Treinamento Recorrente para Bombeiros de Aeródromo – PTR-BA.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-37-001/@@display-file/arquivo_norma/IS153.37-001A.pdf	153.37
IS 153.103-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-103-001	2016-08-12	Orientações para aplicação do método ACN-PCN.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-103-001/@@display-file/arquivo_norma/IS153.103-001A.pdf	153.103
IS 153.203-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-203-001	2020-09-23	Avaliação da condição funcional do pavimento.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-203-001/@@display-file/arquivo_norma/IS153.203-001A.pdf	153.203
IS 153.205-001B	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-205-001	2020-09-23	Monitoramento da irregularidade longitudinal, atrito e macrotextura do pavimento da pista pouso e decolagem.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-205-001/@@display-file/arquivo_norma/IS153.205-001B.pdf	153.205
IS 153.403-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-403-001	2019-05-15	CAT – Categoria Contraincêndio de Aeródromo.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-403-001/@@display-file/arquivo_norma/IS153.403-001A.pdf	153.403
IS 153.405-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-405-001	2019-05-15	Agentes extintores.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-405-001/@@display-file/arquivo_norma/IS153.405-001A.pdf	153.405
IS 153.407-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-407-001	2019-05-15	CCI e demais veículos do SESCINC.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-407-001/@@display-file/arquivo_norma/IS153.407-001A.pdf	153.407
IS 153.409-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-409-001	2019-05-15	Tempo-resposta.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-409-001/@@display-file/arquivo_norma/IS153.409-001A.pdf	153.409
IS 153.413-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-413-001	2019-05-15	Operações Compatíveis com a CAT.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-413-001/@@display-file/arquivo_norma/IS153.413-001A.pdf	153.413
IS 153.417-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-417-001	2019-05-15	Formação dos profissionais.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-417-001/@@display-file/arquivo_norma/IS153.417-001A.pdf	153.417
IS 153.421-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-421-001	2019-05-15	Equipamentos de Proteção.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-421-001/@@display-file/arquivo_norma/IS153.421-001A.pdf	153.421
IS 153.423-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-423-001	2019-05-15	Equipamentos de apoio às operações de resgate.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-423-001/@@display-file/arquivo_norma/IS153.423-001A.pdf	153.423
IS 153.425-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-425-001	2019-05-15	Seção Contraincêndio.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-425-001/@@display-file/arquivo_norma/IS153.425-001A.pdf	153.425
IS 153.427-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-427-001	2019-05-15	Sistemas de comunicação e alarme.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-427-001/@@display-file/arquivo_norma/IS153.427-001A.pdf	153.427
IS 153.429-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-429-001	2019-05-15	Vias de acesso de emergência.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-429-001/@@display-file/arquivo_norma/IS153.429-001A.pdf	153.429
IS 153.431-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-431-001	2019-05-15	Informações operacionais.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-431-001/@@display-file/arquivo_norma/IS153.431-001A.pdf	153.431
IS 153.433-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-433-001	2019-05-15	Serviço Especializado de Salvamento Aquático - SESAQ.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-433-001/@@display-file/arquivo_norma/IS153.433-001A.pdf	153.433
IS 153.501-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-501-001	2021-04-01	Procedimentos básicos de gerenciamento do risco da fauna.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-501-001/@@display-file/arquivo_norma/IS153.501-001A.pdf	153.501
IS 153.503-00A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-503-001	2021-04-01	Análise do risco de colisão entre aeronaves e fauna.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-503-001/@@display-file/arquivo_norma/IS153.503-001A.pdf	153.503
IS 153.505-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-505-001	2021-04-01	Identificação dos perigos, monitoramento e implementação de técnicas de manejo de fauna.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-505-001/@@display-file/arquivo_norma/IS153.505-001A.pdf	153.505
IS 154-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-154-001	2020-03-06	Auxílios visuais para pátios de aeronaves.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-154-001/@@display-file/arquivo_norma/Anexo IV - IS154-001A.pdf	
IS 154-002A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-154-002	2021-06-25	Características físicas de aeródromos.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-154-002/@@display-file/arquivo_norma/IS154-002A.pdf	
IS 154.5-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-154-5-001	2018-07-04	Orientações para a elaboração de análise de risco com vistas à demonstração de nível aceitável de segurança operacional.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-154-5-001/@@display-file/arquivo_norma/IS154.5-001A.pdf	154.5
IS 154-201-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-154-201-001	2021-02-19	Projeto de ranhuras transversais (grooving) em pavimentos aeroportuários.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-154-201-001/@@display-file/arquivo_norma/IS154.201-001A.pdf	
IS 154.209-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-154-209-001	2021-12-24	Projeto de sistemas de desaceleração de aeronaves.	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-154-209-001/@@display-file/arquivo_norma/IS154.209-001A.pdf	154.209
IS 161.55-001A	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-161-55-001	2013-05-31	Projeto de Monitoramento de Ruído	https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-161-55-001/@@display-file/arquivo_norma/IS161.55-001A.pdf	161.55
